walk_data_1.TimeStamp, walk_data_1.timeStamp (ms), walk_data_1.accelX, walk_data_1.accelY, walk_data_1.accelZ, walk_data_1.gyroX, walk_data_1.gyroY, walk_data_1.gyroZ, walk_data_2.TimeStamp, walk_data_2.timeStamp (ms), walk_data_2.accelX, walk_data_2.accelY, walk_data_2.accelZ, walk_data_2.gyroX, walk_data_2.gyroY, walk_data_2.gyroZ
Mon Sep 26 15:14:38 2016, 2, -3804, 526, 7102, 66, 2, -31, Mon Sep 26 15:19:21 2016, 178, -4006, 610, 7006, 39, 196, -88
Mon Sep 26 15:14:38 2016, 7, -3802, 522, 7068, 58, 0, -22, Mon Sep 26 15:19:21 2016, 187, -3924, 562, 7076, 43, 269, -99
Mon Sep 26 15:14:38 2016, 16, -3816, 506, 7116, 58, -8, -21, Mon Sep 26 15:19:21 2016, 197, -3892, 526, 7008, 42, 333, -98
Mon Sep 26 15:14:38 2016, 27, -3802, 514, 7092, 50, -10, -37, Mon Sep 26 15:19:21 2016, 208, -4098, 596, 7002, 55, 377, -97
Mon Sep 26 15:14:38 2016, 37, -3786, 536, 7126, 54, -11, -36, Mon Sep 26 15:19:21 2016, 217, -4066, 566, 6954, 53, 394, -98
Mon Sep 26 15:14:38 2016, 47, -3800, 548, 7036, 48, 1, -41, Mon Sep 26 15:19:21 2016, 227, -4128, 586, 6950, 42, 410, -88
Mon Sep 26 15:14:38 2016, 57, -3794, 522, 7158, 46, -3, -33, Mon Sep 26 15:19:21 2016, 237, -3984, 562, 6918, 45, 415, -91
Mon Sep 26 15:14:38 2016, 67, -3806, 506, 7148, 54, -7, -36, Mon Sep 26 15:19:21 2016, 247, -4006, 414, 7164, 100, 521, -93
Mon Sep 26 15:14:38 2016, 77, -3828, 492, 7104, 53, -9, -39, Mon Sep 26 15:19:21 2016, 257, -3988, 206, 7074, 172, 584, -160
Mon Sep 26 15:14:38 2016, 87, -3820, 526, 7082, 48, -21, -30, Mon Sep 26 15:19:21 2016, 268, -3644, 748, 6814, 146, 753, -49
Mon Sep 26 15:14:38 2016, 97, -3776, 522, 7150, 46, -6, -41, Mon Sep 26 15:19:21 2016, 277, -4334, 314, 7356, 217, 954, -24
Mon Sep 26 15:14:38 2016, 107, -3854, 512, 7140, 50, -1, -12, Mon Sep 26 15:19:21 2016, 287, -4348, 730, 6930, 311, 1024, -52
Mon Sep 26 15:14:38 2016, 117, -3804, 510, 7136, 62, 1, -7, Mon Sep 26 15:19:21 2016, 297, -4182, 796, 7390, 341, 1179, -172
Mon Sep 26 15:14:38 2016, 127, -3746, 524, 7132, 73, 22, -15, Mon Sep 26 15:19:21 2016, 308, -4142, 1064, 6918, 341, 1285, -447
Mon Sep 26 15:14:38 2016, 137, -3834, 514, 7122, 72, 16, -16, Mon Sep 26 15:19:21 2016, 318, -4024, 1416, 7584, 377, 1390, -699
Mon Sep 26 15:14:38 2016, 147, -3820, 498, 7182, 75, 14, -15, Mon Sep 26 15:19:21 2016, 328, -3918, 1572, 7408, 126, 1561, -1143
Mon Sep 26 15:14:38 2016, 157, -3822, 534, 7112, 77, 20, -15, Mon Sep 26 15:19:21 2016, 338, -3808, 636, 7950, 201, 1472, -1428
Mon Sep 26 15:14:38 2016, 167, -3836, 506, 7114, 81, 17, -12, Mon Sep 26 15:19:21 2016, 348, -3664, 586, 7784, 271, 1383, -1827
Mon Sep 26 15:14:38 2016, 177, -3852, 502, 7162, 93, 19, -11, Mon Sep 26 15:19:21 2016, 358, -2330, 1960, 9076, 144, 1096, -1890
Mon Sep 26 15:14:38 2016, 186, -3844, 564, 7184, 100, 9, -15, Mon Sep 26 15:19:21 2016, 368, -1526, 2538, 9450, -204, 624, -1868
Mon Sep 26 15:14:38 2016, 197, -3818, 536, 7182, 95, 13, -13, Mon Sep 26 15:19:21 2016, 378, -102, 2946, 9848, -454, 483, -1722
Mon Sep 26 15:14:38 2016, 207, -3820, 578, 7132, 90, 13, -11, Mon Sep 26 15:19:21 2016, 388, -1370, 2818, 10790, -303, 378, -1169
Mon Sep 26 15:14:38 2016, 216, -3802, 574, 7110, 86, 9, -15, Mon Sep 26 15:19:21 2016, 398, -1366, 3242, 10774, -54, 108, -792
Mon Sep 26 15:14:38 2016, 227, -3812, 568, 7176, 117, 34, -3, Mon Sep 26 15:19:21 2016, 407, -288, 3618, 10192, -58, -380, -425
Mon Sep 26 15:14:38 2016, 237, -3892, 488, 7150, 177, 63, 15, Mon Sep 26 15:19:21 2016, 417, 602, 3862, 9814, -186, -526, -292
Mon Sep 26 15:14:38 2016, 247, -3942, 544, 7376, 261, 134, 67, Mon Sep 26 15:19:21 2016, 428, 504, 3582, 10214, -352, -737, -125
Mon Sep 26 15:14:38 2016, 257, -4278, 546, 7300, 378, 239, 104, Mon Sep 26 15:19:21 2016, 438, 400, 3214, 10330, -324, -938, 5
Mon Sep 26 15:14:38 2016, 267, -4252, 418, 7020, 441, 207, 127, Mon Sep 26 15:19:21 2016, 448, 278, 2836, 10342, -30, -1299, 310
Mon Sep 26 15:14:38 2016, 276, -3626, 728, 7076, 455, 92, 163, Mon Sep 26 15:19:21 2016, 458, 24, 2490, 10342, 257, -1584, 557
Mon Sep 26 15:14:38 2016, 287, -3718, 894, 7242, 388, 91, 137, Mon Sep 26 15:19:21 2016, 468, -144, 2562, 10032, 588, -1953, 920
Mon Sep 26 15:14:38 2016, 297, -4024, 926, 7148, 321, 136, 129, Mon Sep 26 15:19:21 2016, 478, -120, 2702, 9538, 622, -2090, 1121
Mon Sep 26 15:14:38 2016, 307, -3976, 988, 7288, 271, 65, 95, Mon Sep 26 15:19:21 2016, 488, -246, 2210, 9302, 476, -2209, 1397
Mon Sep 26 15:14:38 2016, 317, -4304, 756, 7208, 245, 68, 78, Mon Sep 26 15:19:21 2016, 498, -886, 2398, 9308, 380, -2190, 1467
Mon Sep 26 15:14:38 2016, 327, -4032, 928, 6866, 329, -52, 83, Mon Sep 26 15:19:21 2016, 507, -1556, 2228, 9496, 394, -2260, 1610
Mon Sep 26 15:14:38 2016, 337, -3384, 962, 7104, 237, -140, 3, Mon Sep 26 15:19:21 2016, 517, -2110, 2266, 9214, 410, -2359, 1669
Mon Sep 26 15:14:38 2016, 347, -3218, 908, 7248, 106, -47, -80, Mon Sep 26 15:19:21 2016, 527, -1988, 2330, 8710, 376, -2415, 1726
Mon Sep 26 15:14:38 2016, 357, -3236, 1182, 7080, -143, 135, -231, Mon Sep 26 15:19:21 2016, 537, -1798, 2404, 8034, 316, -2348, 1724
Mon Sep 26 15:14:38 2016, 367, -2762, 1268, 7122, -233, 293, -340, Mon Sep 26 15:19:21 2016, 547, 369, -1922, 2440, 7848, 319, -2125
Mon Sep 26 15:14:38 2016, 377, -2668, 1456, 7192, -396, 582, -619, Mon Sep 26 15:19:21 2016, 557, -3228, 2310, 8662, 459, -2053, 1749
Mon Sep 26 15:14:38 2016, 387, -3124, 540, 7732, -523, 784, -967, Mon Sep 26 15:19:21 2016, 567, -3962, 2716, 9046, 617, -2230, 1862
Mon Sep 26 15:14:38 2016, 397, -4, 764, 8082, -459, 1530, -1583, Mon Sep 26 15:19:21 2016, 577, -3620, 3264, 8740, 567, -2387, 1905
Mon Sep 26 15:14:38 2016, 407, -906, 1864, 10238, -476, 1708, -1861, Mon Sep 26 15:19:21 2016, 587, -3070, 3310, 8154, 329, -2412, 1947
Mon Sep 26 15:14:38 2016, 417, 856, 3934, 13048, -427, 989, -1534, Mon Sep 26 15:19:21 2016, 597, -2692, 3264, 7890, 158, -2318, 1988
Mon Sep 26 15:14:38 2016, 427, 1688, 4568, 15302, 13, 663, -1035, Mon Sep 26 15:19:21 2016, 607, -2894, 3046, 8112, 29, -2194, 2071
Mon Sep 26 15:14:38 2016, 437, 1812, 4694, 13380, 3, -23, -358, Mon Sep 26 15:19:21 2016, 617, -3352, 2774, 8436, 68, -2178, 2133
Mon Sep 26 15:14:38 2016, 447, 2798, 3498, 12182, -108, -485, -102, Mon Sep 26 15:19:21 2016, 627, -3344, 2654, 8402, 161, -2258, 2204
Mon Sep 26 15:14:38 2016, 457, 3288, 2504, 11202, 121, -897, 219, Mon Sep 26 15:19:21 2016, 637, -2848, 2444, 7956, 190, -2283, 2220
Mon Sep 26 15:14:38 2016, 467, 2938, 1834, 10654, 351, -1083, 303, Mon Sep 26 15:19:21 2016, 647, -2480, 2362, 7564, 207, -2158, 2184
Mon Sep 26 15:14:38 2016, 477, 2676, 1762, 10700, 551, -1370, 258, Mon Sep 26 15:19:21 2016, 657, -2142, 2020, 7364, 214, -2022, 2117
Mon Sep 26 15:14:38 2016, 487, 2432, 1798, 10826, 568, -1584, 187, Mon Sep 26 15:19:21 2016, 667, -2420, 1846, 7714, 375, -1844, 2052
Mon Sep 26 15:14:38 2016, 497, 2178, 1890, 10470, 486, -1820, 95, Mon Sep 26 15:19:21 2016, 677, -3480, 1862, 8620, 505, -1877, 1987
Mon Sep 26 15:14:38 2016, 507, 1936, 1866, 9986, 509, -1906, 84, Mon Sep 26 15:19:21 2016, 687, -3520, 2000, 2000, 2000, 2000, 2000
Mon Sep 26 15:14:38 2016, 517, 1408, 2364, 9426, 546, -1901, 145, Mon Sep 26 15:19:21 2016, 697, -2680, 2204, 8190, 507, -2231, 1759
Mon Sep 26 15:14:38 2016, 527, 1042, 2554, 9656, 568, -1870, 224, Mon Sep 26 15:19:21 2016, 707, -1918, 1996, 7746, 454, -2193, 1619
Mon Sep 26 15:14:38 2016, 537, -326, 2754, 10242, 781, -1956, 464, Mon Sep 26 15:19:21 2016, 718, -1488, 1684, 7610, 539, -2075, 1576
Mon Sep 26 15:14:38 2016, 547, -1082, 3172, 10602, 957, -2207, 725, Mon Sep 26 15:19:21 2016, 728, -1820, 1578, 8018, 742, -1960, 1573
Mon Sep 26 15:14:38 2016, 557, -968, 3646, 10366, 1034, -2512, 1110, Mon Sep 26 15:19:21 2016, 738, -1960, 1652, 8190, 858, -1983, 1555
Mon Sep 26 15:14:38 2016, 567, -794, 3700, 9298, 930, -2589, 1310, Mon Sep 26 15:19:21 2016, 748, -1904, 1610, 8224, 852, -2050, 1464
Mon Sep 26 15:14:38 2016, 577, -860, 3420, 9088, 837, -2581, 1628, Mon Sep 26 15:19:21 2016, 757, -1742, 1364, 8088, 824, -2081, 1360
Mon Sep 26 15:14:38 2016, 587, -1526, 3446, 9512, 837, -2616, 1893, Mon Sep 26 15:19:21 2016, 767, -1396, 1016, 7680, 813, -2124, 1219
Mon Sep 26 15:14:38 2016, 597, -1860, 3514, 9918, 760, -2804, 2230, Mon Sep 26 15:19:21 2016, 777, -1372, 732, 7546, 862, -2108, 1085
Mon Sep 26 15:14:38 2016, 607, -1646, 3150, 9650, 633, -2901, 2411, Mon Sep 26 15:19:21 2016, 788, -1608, 488, 7648, 1049, -2081, 883
Mon Sep 26 15:14:38 2016, 617, -1250, 2846, 9236, 426, -2917, 2621, Mon Sep 26 15:19:21 2016, 797, -2378, 256, 8028, 1228, -2190, 724
Mon Sep 26 15:14:38 2016, 627, -870, 2612, 8770, 237, -2841, 2714, Mon Sep 26 15:19:21 2016, 807, -2656, 332, 7844, 1488, -2470, 474
Mon Sep 26 15:14:38 2016, 637, -796, 2336, 8620, -48, -2645, 2764, Mon Sep 26 15:19:21 2016, 817, -2704, 248, 7484, 1546, -2644, 288
Mon Sep 26 15:14:38 2016, 647, -994, 1898, 8870, -104, -2513, 2782, Mon Sep 26 15:19:21 2016, 828, -2438, 42, 6600, 1609, -2759, -21
Mon Sep 26 15:14:38 2016, 657, -1492, 1612, 9332, -53, -2411, 2802, Mon Sep 26 15:19:21 2016, 837, -2566, -194, 6108, 1684, -2775, -238
Mon Sep 26 15:14:38 2016, 667, -1556, 1582, 9452, 13, -2431, 2802, Mon Sep 26 15:19:21 2016, 847, -3308, -312, 6208, 1932, -2765, -528
Mon Sep 26 15:14:38 2016, 677, -1358, 1510, 9348, -24, -2454, 2700, Mon Sep 26 15:19:21 2016, 857, -4252, -240, 5790, 2120, -2849, -694
Mon Sep 26 15:14:38 2016, 687, -1422, 1340, 9170, -65, -2461, 2604, Mon Sep 26 15:19:21 2016, 868, -4324, -202, 5118, 2348, -2964, -904
Mon Sep 26 15:14:38 2016, 697, -1690, 1118, 9070, -52, -2500, 2449, Mon Sep 26 15:19:21 2016, 877, -4194, -92, 3804, 2454, -2889, -1003
Mon Sep 26 15:14:38 2016, 707, -2260, 950, 9356, 21, -2588, 2316, Mon Sep 26 15:19:21 2016, 888, -4472, 200, 3054, 2450, -2497, -1144
Mon Sep 26 15:14:38 2016, 717, -2430, 922, 9184, 105, -2847, 2118, Mon Sep 26 15:19:21 2016, 898, -5166, 918, 2118, 2292, -2168, -1253
Mon Sep 26 15:14:38 2016, 727, -1946, 926, 8410, 125, -2990, 1989, Mon Sep 26 15:19:22 2016, 907, -5812, 1308, 1616, 1903, -1598, -1249
Mon Sep 26 15:14:38 2016, 738, -1394, 954, 7674, 113, -2997, 1759, Mon Sep 26 15:19:22 2016, 917, -7116, 1902, 1172, 1626, -1237, -1100
Mon Sep 26 15:14:38 2016, 748, -1598, 1096, 7530, 61, -2923, 1589, Mon Sep 26 15:19:22 2016, 927, -7332, 2100, 514, 1149, -626, -680
Mon Sep 26 15:14:38 2016, 758, -1882, 1114, 7372, 20, -2877, 1371, Mon Sep 26 15:19:22 2016, 937, -7190, 2600, -386, 754, -46, -254
Mon Sep 26 15:14:38 2016, 768, -1978, 1114, 7218, 11, -2865, 1207, Mon Sep 26 15:19:22 2016, 947, -8210, 2958, -646, -16, 988, 354
Mon Sep 26 15:14:38 2016, 777, -1872, 1050, 6904, 78, -2820, 1026, Mon Sep 26 15:19:22 2016, 957, -10010, 2494, -34, -479, 1565, 785
Mon Sep 26 15:14:38 2016, 787, -2270, 802, 6972, 214, -2795, 941, Mon Sep 26 15:19:22 2016, 968, -10846, 2606, 316, -1004, 2308, 1538
Mon Sep 26 15:14:38 2016, 798, -2362, 934, 7158, 414, -2846, 798, Mon Sep 26 15:19:22 2016, 977, -10666, 2376, 524, -1333, 2803, 2005
Mon Sep 26 15:14:38 2016, 807, -2602, 904, 7304, 456, -2937, 684, Mon Sep 26 15:19:22 2016, 987, -10026, 2324, 1558, -1879, 3622, 2670
Mon Sep 26 15:14:38 2016, 817, -3240, 526, 7606, 599, -3228, 546, Mon Sep 26 15:19:22 2016, 997, 11932, 2576, 16390, -2457, 4472, 2612
Mon Sep 26 15:14:38 2016, 827, -3338, -248, 6636, 752, -3534, 479, Mon Sep 26 15:19:22 2016, 1008, 19114, 17872, 24848, -3330, 4764, 1779
Mon Sep 26 15:14:38 2016, 837, -2862, -410, 5562, 879, -3688, 388, Mon Sep 26 15:19:22 2016, 1017, 4062, -5450, -2030, -5245, 5923, -1232
Mon Sep 26 15:14:38 2016, 847, -3462, -582, 4724, 1045, -3638, 127, Mon Sep 26 15:19:22 2016, 1028, -684, -14678, 2750, -5413, 6825, -2741
Mon Sep 26 15:14:38 2016, 857, -3850, -418, 4372, 1024, -3536, -134, Mon Sep 26 15:19:22 2016, 1037, -7422, -14836, 15342, -2830, 7394, -1417
Mon Sep 26 15:14:38 2016, 867, -4554, -136, 3476, 853, -3306, -521, Mon Sep 26 15:19:22 2016, 1048, -8738, -11514, 10516, -643, 7075, -1642
Mon Sep 26 15:14:38 2016, 876, -4990, 24, 2368, 691, -2907, -833, Mon Sep 26 15:19:22 2016, 1057, -10380, -2970, 13726, 91, 6933, -1744
Mon Sep 26 15:14:38 2016, 887, -5900, 286, 1382, 620, -2541, -973, Mon Sep 26 15:19:22 2016, 1068, -10272, 5894, 10624, 186, 5721, -990
Mon Sep 26 15:14:38 2016, 897, -6726, 652, 1046, 484, -2042, -938, Mon Sep 26 15:19:22 2016, 1077, -7938, 3676, 9766, -142, 5196, -452
Mon Sep 26 15:14:38 2016, 906, -7068, 1374, -338, 259, -1583, -845, Mon Sep 26 15:19:22 2016, 1087, -6560, 864, 10136, -264, 4507, -99
Mon Sep 26 15:14:38 2016, 916, -7338, 1440, -932, -34, -947, -770, Mon Sep 26 15:19:22 2016, 1097, -8412, 2500, 8048, -639, 4553, -842
Mon Sep 26 15:14:38 2016, 927, -8326, 1234, -1476, -377, 206, -562, Mon Sep 26 15:19:22 2016, 1107, -14012, 6298, 7718, -1713, 3247, -468
Mon Sep 26 15:14:39 2016, 937, -9426, 1486, -1282, -621, 1275, -167, Mon Sep 26 15:19:22 2016, 1117, -4774, -106, 9470, -1740, 2651, -601
Mon Sep 26 15:14:39 2016, 947, -10966, 1844, -1272, -892, 1983, 142, Mon Sep 26 15:19:22 2016, 1128, -4882, -334, 6856, -1908, 1828, -762
Mon Sep 26 15:14:39 2016, 956, -11664, 1646, -716, -1288, 2992, 596, Mon Sep 26 15:19:22 2016, 1137, -3598, 1966, 8422, -1901, 1709, -913
Mon Sep 26 15:14:39 2016, 968, -12752, 1166, 68, -1517, 3566, 822, Mon Sep 26 15:19:22 2016, 1147, -4020, 1276, 7638, -2001, 1585, -886
Mon Sep 26 15:14:39 2016, 978, -12162, 1318, -190, -1946, 4582, 943, Mon Sep 26 15:19:22 2016, 1157, -1650, 1460, 7490, -1946, 1582, -1041
Mon Sep 26 15:14:39 2016, 987, -10966, 1620, 476, -2264, 5491, 851, Mon Sep 26 15:19:22 2016, 1167, -4118, 704, 7598, -1780, 1689, -1111
Mon Sep 26 15:14:39 2016, 998, 12538, 28, 16240, -1987, 7631, -711, Mon Sep 26 15:19:22 2016, 1177, -5552, -2334, 7228, -1316, 1365, -1062
Mon Sep 26 15:14:39 2016, 1007, 32767, 8396, 32767, -2465, 5685, -179, Mon Sep 26 15:19:22 2016, 1188, -3064, -252, 7690, -854, 1195, -685
Mon Sep 26 15:14:39 2016, 1017, 18014, -808, -14616, -2448, 8730, -959, Mon Sep 26 15:19:22 2016, 1197, -3966, -498, 7728, -494, 1336, -582
Mon Sep 26 15:14:39 2016, 1027, -11800, -9408, 2982, -2754, 11789, -985, Mon Sep 26 15:19:22 2016, 1208, -3470, 394, 8406, -270, 1535, -354
Mon Sep 26 15:14:39 2016, 1036, -7302, -11812, 17206, -1687, 12099, -169, Mon Sep 26 15:19:22 2016, 1218, -4330, 1916, 9674, -27, 1644, -185
Mon Sep 26 15:14:39 2016, 1047, -3676, -9102, 5030, 1743, 12640, -190, Mon Sep 26 15:19:22 2016, 1228, -4712, 1422, 7168, -151, 1562, -233
Mon Sep 26 15:14:39 2016, 1057, -11142, 1272, 17306, 3666, 12372, -135, Mon Sep 26 15:19:22 2016, 1237, -4046, 1666, 7440, -70, 1373, -247
Mon Sep 26 15:14:39 2016, 1067, -12862, 12502, 27418, 3308, 11490, -153, Mon Sep 26 15:19:22 2016, 1248, -3806, 1688, 6228, -140, 1035, -251
Mon Sep 26 15:14:39 2016, 1077, -32768, 20962, 12424, -2559, 8804, -1340, Mon Sep 26 15:19:22 2016, 1258, -3810, 274, 7192, -172, 985, -357
Mon Sep 26 15:14:39 2016, 1087, -9106, -16520, 16056, -2922, 1447, -874, Mon Sep 26 15:19:22 2016, 1268, -4196, 506, 6772, -38, 1086, -280
Mon Sep 26 15:14:39 2016, 1097, -1228, -1430, 7008, -1060, 952, -857, Mon Sep 26 15:19:22 2016, 1278, -4944, 230, 6946, 63, 1115, -185
Mon Sep 26 15:14:39 2016, 1107, -8824, 4738, 6706, -1388, 1142, -518, Mon Sep 26 15:19:22 2016, 1288, -4634, 706, 6806, 141, 1060, -99
Mon Sep 26 15:14:39 2016, 1116, -4706, -812, 10198, -1430, 852, -752, Mon Sep 26 15:19:22 2016, 1297, -4194, 822, 6996, 152, 1122, -88
Mon Sep 26 15:14:39 2016, 1128, -4902, 3878, 5884, -1224, 448, -789, Mon Sep 26 15:19:22 2016, 1308, -4650, 742, 7020, 167, 1171, -88
Mon Sep 26 15:14:39 2016, 1138, -4756, 794, 8074, -1273, -145, -649, Mon Sep 26 15:19:22 2016, 1317, -3790, 702, 7126, 212, 1211, -84
Mon Sep 26 15:14:39 2016, 1148, -4380, 632, 8156, -971, -110, -628, Mon Sep 26 15:19:22 2016, 1328, -4444, 934, 7146, 286, 1432, -108
Mon Sep 26 15:14:39 2016, 1156, -3210, 24, 6796, -745, -70, -452, Mon Sep 26 15:19:22 2016, 1337, -4806, 836, 6660, 278, 1379, -141
Mon Sep 26 15:14:39 2016, 1167, -3060, -68, 7594, -441, 142, -308, Mon Sep 26 15:19:22 2016, 1348, -4714, 684, 6642, 262, 1302, -120
Mon Sep 26 15:14:39 2016, 1176, -3982, 42, 7496, -260, 323, -212, Mon Sep 26 15:19:22 2016, 1358, -4380, 548, 6462, 215, 1250, -66
Mon Sep 26 15:14:39 2016, 1187, -3556, -180, 7134, -71, 327, -18, Mon Sep 26 15:19:22 2016, 1367, -4630, 730, 6398, 240, 1216, -73
Mon Sep 26 15:14:39 2016, 1197, -3064, 138, 7470, 61, 438, 54, Mon Sep 26 15:19:22 2016, 1377, -4826, 732, 6502, 207, 1195, -74
Mon Sep 26 15:14:39 2016, 1206, -2294, 420, 7090, 179, 667, 134, Mon Sep 26 15:19:22 2016, 1387, -5004, 704, 6518, 199, 1116, -27
Mon Sep 26 15:14:39 2016, 1216, -4306, 376, 8918, 577, 1174, 356, Mon Sep 26 15:19:22 2016, 1398, -4530, 752, 6600, 207, 1061, -27
Mon Sep 26 15:14:39 2016, 1227, -3596, 1628, 5218, 209, 683, 208, Mon Sep 26 15:19:22 2016, 1408, -4752, 1070, 6422, 182, 1049, -41
Mon Sep 26 15:14:39 2016, 1236, -3684, 946, 6642, 282, 733, 160, Mon Sep 26 15:19:22 2016, 1417, -4638, 1178, 6234, 132, 1034, -104
Mon Sep 26 15:14:39 2016, 1247, -3838, 1118, 7092, 264, 802, 56, Mon Sep 26 15:19:22 2016, 1428, -4480, 1254, 6214, 58, 1074, -258
Mon Sep 26 15:14:39 2016, 1256, -3454, 1000, 7302, 155, 720, -113, Mon Sep 26 15:19:22 2016, 1437, -4750, 1276, 5936, 5, 1098, -374
Mon Sep 26 15:14:39 2016, 1267, -3618, 1004, 7166, 169, 886, -232, Mon Sep 26 15:19:22 2016, 1447, -4966, 640, 6290, 15, 1028, -558
Mon Sep 26 15:14:39 2016, 1276, -3976, 584, 7200, 174, 1021, -276, Mon Sep 26 15:19:22 2016, 1458, -5456, 918, 5824, -76, 889, -591
Mon Sep 26 15:14:39 2016, 1287, -4126, 588, 7002, 165, 1000, -241, Mon Sep 26 15:19:22 2016, 1468, -5078, 946, 6046, -159, 694, -625
Mon Sep 26 15:14:39 2016, 1296, -3954, 440, 7056, 169, 1031, -164, Mon Sep 26 15:19:22 2016, 1477, -4782, 1530, 6592, -236, 658, -667
Mon Sep 26 15:14:39 2016, 1307, -4302, 512, 7128, 252, 1099, -127, Mon Sep 26 15:19:22 2016, 1487, -4360, 694, 6692, -241, 830, -780
Mon Sep 26 15:14:39 2016, 1317, -4456, 896, 7108, 416, 1245, -108, Mon Sep 26 15:19:22 2016, 1497, -4704, 520, 6540, -286, 796, -890
Mon Sep 26 15:14:39 2016, 1327, -4262, 892, 6788, 355, 1230, -178, Mon Sep 26 15:19:22 2016, 1508, -4752, 1160, 6816, -218, 974, -965
Mon Sep 26 15:14:39 2016, 1337, -3578, 74, 6436, 352, 1261, -103, Mon Sep 26 15:19:22 2016, 1517, -4632, 1028, 6908, -163, 943, -712
Mon Sep 26 15:14:39 2016, 1347, -3688, 958, 7094, 377, 1399, -255, Mon Sep 26 15:19:22 2016, 1528, -4752, 458, 6438, -39, 1245, -602
Mon Sep 26 15:14:39 2016, 1357, -4394, -766, 2194, 181, 2031, -484, Mon Sep 26 15:19:22 2016, 1537, -5182, 154, 6352, -89, 1540, -469
Mon Sep 26 15:14:39 2016, 1367, -3976, 444, 7042, 282, 1857, -389, Mon Sep 26 15:19:22 2016, 1548, -4770, 490, 6572, -123, 1856, -323
Mon Sep 26 15:14:39 2016, 1377, -4392, 270, 5692, 240, 1497, -227, Mon Sep 26 15:19:22 2016, 1558, -5266, 656, 5996, -158, 2213, -232
Mon Sep 26 15:14:39 2016, 1387, -4112, 510, 6984, 327, 1546, -97, Mon Sep 26 15:19:22 2016, 1567, -5186, 836, 6616, -63, 2855, -212
Mon Sep 26 15:14:39 2016, 1397, -4300, 758, 7002, 337, 1686, -42, Mon Sep 26 15:19:22 2016, 1578, -5380, 1132, 6584, 56, 3476, -336
Mon Sep 26 15:14:39 2016, 1407, -4622, 690, 6226, 325, 1791, -24, Mon Sep 26 15:19:22 2016, 1589, -4668, -72, 7602, 110, 4749, -278
Mon Sep 26 15:14:39 2016, 1417, -4674, 928, 6552, 254, 1679, -52, Mon Sep 26 15:19:22 2016, 1598, -5182, 398, 7034, 10, 5575, -259
Mon Sep 26 15:14:39 2016, 1426, -4460, 686, 7028, 307, 1807, 13, Mon Sep 26 15:19:22 2016, 1609, -4880, 622, 7332, -284, 6894, -209
Mon Sep 26 15:14:39 2016, 1437, -5786, 1120, 5230, 180, 2276, 117, Mon Sep 26 15:19:22 2016, 1618, -3810, 692, 7242, -417, 7801, -423
Mon Sep 26 15:14:39 2016, 1446, -5854, 494, 6008, 233, 1861, 57, Mon Sep 26 15:19:22 2016, 1629, -4266, 746, 7802, -528, 9141, -630
Mon Sep 26 15:14:39 2016, 1457, -4502, 958, 6280, 87, 1659, -36, Mon Sep 26 15:19:22 2016, 1639, -7004, 1816, 7928, -595, 9786, -787
Mon Sep 26 15:14:39 2016, 1466, -4784, 882, 6346, 52, 1788, -94, Mon Sep 26 15:19:22 2016, 1649, -7494, 920, 7116, -596, 11424, -1194
Mon Sep 26 15:14:39 2016, 1477, -5486, 1098, 5764, 131, 1719, -57, Mon Sep 26 15:19:22 2016, 1658, -5556, 564, 8060, -272, 12259, -1071
Mon Sep 26 15:14:39 2016, 1486, -5062, 1120, 5506, 83, 1227, -313, Mon Sep 26 15:19:22 2016, 1669, -8026, 516, 7736, 172, 13877, -662
Mon Sep 26 15:14:39 2016, 1497, -4440, 996, 6716, 220, 2257, -245, Mon Sep 26 15:19:22 2016, 1678, -10816, -344, 4982, 918, 16802, -951
Mon Sep 26 15:14:39 2016, 1507, -6188, 1188, 5366, 571, 2946, -476, Mon Sep 26 15:19:22 2016, 1688, -17568, 3414, 10008, 2269, 17077, -271
Mon Sep 26 15:14:39 2016, 1517, -4628, 418, 7514, 196, 3203, -268, Mon Sep 26 15:19:22 2016, 1698, -17080, 2660, 10972, 4602, 16790, -723
Mon Sep 26 15:14:39 2016, 1526, -4272, 348, 7856, 431, 4074, -126, Mon Sep 26 15:19:22 2016, 1708, -13620, 2338, 12276, 5369, 15845, -698
Mon Sep 26 15:14:39 2016, 1537, -5132, 702, 6856, 195, 4749, 0, Mon Sep 26 15:19:22 2016, 1717, -15504, 3958, 12000, 6523, 14009, -2311
Mon Sep 26 15:14:39 2016, 1547, -6982, 1262, 6320, 148, 5273, 21, Mon Sep 26 15:19:22 2016, 1728, -12182, 3188, 19398, 7015, 12066, -3298
Mon Sep 26 15:14:39 2016, 1557, -6660, 1154, 6120, 103, 6000, -219, Mon Sep 26 15:19:22 2016, 1738, -12602, 626, 15648, 6758, 10464, -2910
Mon Sep 26 15:14:39 2016, 1566, -4804, 518, 7902, 289, 6586, -450, Mon Sep 26 15:19:22 2016, 1748, -3394, 1674, 17762, 5422, 7597, -4242
Mon Sep 26 15:14:39 2016, 1577, -5692, 1718, 7832, 669, 7650, -723, Mon Sep 26 15:19:22 2016, 1757, -32768, 16638, 23064, 3147, 4386, -3299
Mon Sep 26 15:14:39 2016, 1587, -4870, 324, 6032, 475, 8281, -957, Mon Sep 26 15:19:22 2016, 1768, -15892, 17808, 32767, 3368, 1443, -3024
